"","any","idMunicipi","nomMunicipi","idComarca","nomComarca","nomAT","idAT","entendre","parlar","llegir","escriure","poblacio_2_anys_i_mes","entendre_pct","parlar_pct","llegir_pct","escriure_pct","entendre_com","parlar_com","llegir_com","escriure_com","entendre_at","parlar_at","llegir_at","escriure_at"
"3358",1996,"430786","Masdenverge","22","Montsià","Terres de l'Ebre","AT04",896,661,613,273,902,99,73,68,30,99,91,75,39,99,94,78,41
"3359",1991,"430786","Masdenverge","22","Montsià","Terres de l'Ebre","AT04",899,835,624,241,902,100,93,69,27,99,91,71,33,99,91,76,37
"3360",2011,"430799","Masllorenç","12","Baix Penedès","Penedès","AT08",484,423,456,319,502,96,84,91,64,95,75,80,57,97,82,84,62
"3361",2001,"430799","Masllorenç","12","Baix Penedès","Penedès","AT08",396,365,341,172,423,94,86,81,41,94,76,75,49,97,83,81,56
"3362",1996,"430799","Masllorenç","12","Baix Penedès","Penedès","AT08",399,365,338,159,411,97,89,82,39,96,78,73,44,97,85,80,51
"3363",1991,"430799","Masllorenç","12","Baix Penedès","Penedès","AT08",364,351,297,139,365,100,96,81,38,96,78,75,44,98,82,79,48
"3364",2011,"430803","Masó, la","01","Alt Camp","Camp de Tarragona","AT03",294,275,263,208,294,100,94,89,71,98,86,87,64,98,85,87,64
"3365",2001,"430803","Masó, la","01","Alt Camp","Camp de Tarragona","AT03",273,263,261,193,275,99,96,95,70,98,89,86,61,98,89,87,63
"3366",1996,"430803","Masó, la","01","Alt Camp","Camp de Tarragona","AT03",245,236,225,129,253,97,93,89,51,99,90,86,55,99,91,86,55
"3367",1991,"430803","Masó, la","01","Alt Camp","Camp de Tarragona","AT03",259,240,224,136,259,100,93,86,53,99,88,84,53,99,88,84,51
"3368",2011,"430810","Maspujols","08","Baix Camp","Camp de Tarragona","AT03",714,646,662,559,716,100,90,92,78,97,84,86,65,98,85,87,64
"3369",2001,"430810","Maspujols","08","Baix Camp","Camp de Tarragona","AT03",486,458,435,302,486,100,94,90,62,97,89,88,64,98,89,87,63
"3370",1996,"430810","Maspujols","08","Baix Camp","Camp de Tarragona","AT03",404,391,379,245,405,100,97,94,60,98,91,86,55,99,91,86,55
"3371",1991,"430810","Maspujols","08","Baix Camp","Camp de Tarragona","AT03",375,363,343,277,377,99,96,91,73,99,89,85,59,99,88,84,51
"3372",2011,"430825","Masroig, el","29","Priorat","Camp de Tarragona","AT03",538,488,482,342,551,98,89,87,62,99,91,91,68,98,85,87,64
"3373",2001,"430825","Masroig, el","29","Priorat","Camp de Tarragona","AT03",501,483,466,372,510,98,95,91,73,99,93,91,68,98,89,87,63
"3374",1996,"430825","Masroig, el","29","Priorat","Camp de Tarragona","AT03",513,507,490,394,515,100,98,95,77,100,95,90,54,99,91,86,55
"3375",1991,"430825","Masroig, el","29","Priorat","Camp de Tarragona","AT03",524,511,456,284,524,100,98,87,54,100,90,88,51,99,88,84,51
"3376",2011,"430831","Milà, el","01","Alt Camp","Camp de Tarragona","AT03",169,148,148,105,172,98,86,86,61,98,86,87,64,98,85,87,64
"3377",2001,"430831","Milà, el","01","Alt Camp","Camp de Tarragona","AT03",156,145,142,103,159,98,91,89,65,98,89,86,61,98,89,87,63
"3378",1996,"430831","Milà, el","01","Alt Camp","Camp de Tarragona","AT03",152,142,136,84,155,98,92,88,54,99,90,86,55,99,91,86,55
"3379",1991,"430831","Milà, el","01","Alt Camp","Camp de Tarragona","AT03",165,135,129,101,165,100,82,78,61,99,88,84,53,99,88,84,51
"3380",2011,"430846","Miravet","30","Ribera d'Ebre","Terres de l'Ebre","AT04",740,665,663,459,759,97,88,87,60,96,83,82,57,98,84,84,55
"3381",2001,"430846","Miravet","30","Ribera d'Ebre","Terres de l'Ebre","AT04",760,728,685,370,762,100,96,90,49,98,91,85,56,98,90,81,49
"3382",1996,"430846","Miravet","30","Ribera d'Ebre","Terres de l'Ebre","AT04",793,764,621,319,799,99,96,78,40,99,94,82,47,99,94,78,41
"3383",1991,"430846","Miravet","30","Ribera d'Ebre","Terres de l'Ebre","AT04",803,762,633,342,806,100,95,79,42,100,92,82,41,99,91,76,37
"3384",2011,"430859","Molar, el","29","Priorat","Camp de Tarragona","AT03",280,264,269,201,288,97,92,93,70,99,91,91,68,98,85,87,64
"3385",2001,"430859","Molar, el","29","Priorat","Camp de Tarragona","AT03",287,272,270,171,289,99,94,93,59,99,93,91,68,98,89,87,63
"3386",1996,"430859","Molar, el","29","Priorat","Camp de Tarragona","AT03",279,269,253,121,279,100,96,91,43,100,95,90,54,99,91,86,55
"3387",1991,"430859","Molar, el","29","Priorat","Camp de Tarragona","AT03",320,309,299,161,320,100,97,93,50,100,90,88,51,99,88,84,51
"3388",2011,"430862","Montblanc","16","Conca de Barberà","Camp de Tarragona","AT03",6956,5884,5994,4962,7201,97,82,83,69,99,89,90,67,98,85,87,64
"3389",2001,"430862","Montblanc","16","Conca de Barberà","Camp de Tarragona","AT03",5783,5210,5128,3929,5901,98,88,87,67,99,93,91,68,98,89,87,63
"3390",1996,"430862","Montblanc","16","Conca de Barberà","Camp de Tarragona","AT03",5695,5243,4933,3583,5788,98,91,85,62,100,96,92,61,99,91,86,55
"3391",1991,"430862","Montblanc","16","Conca de Barberà","Camp de Tarragona","AT03",5576,5030,4802,3676,5647,99,89,85,65,100,91,86,49,99,88,84,51
"3392",2011,"430884","Montbrió del Camp","08","Baix Camp","Camp de Tarragona","AT03",2402,2222,2159,1770,2402,100,93,90,74,97,84,86,65,98,85,87,64
"3393",2001,"430884","Montbrió del Camp","08","Baix Camp","Camp de Tarragona","AT03",1426,1370,1319,1045,1469,97,93,90,71,97,89,88,64,98,89,87,63
"3394",1996,"430884","Montbrió del Camp","08","Baix Camp","Camp de Tarragona","AT03",1374,1311,1190,672,1389,99,94,86,48,98,91,86,55,99,91,86,55
"3395",1991,"430884","Montbrió del Camp","08","Baix Camp","Camp de Tarragona","AT03",1369,1264,1081,579,1370,100,92,79,42,99,89,85,59,99,88,84,51
"3396",2011,"430897","Montferri","01","Alt Camp","Camp de Tarragona","AT03",369,300,317,222,375,98,80,85,59,98,86,87,64,98,85,87,64
"3397",2001,"430897","Montferri","01","Alt Camp","Camp de Tarragona","AT03",154,134,124,89,158,97,85,78,56,98,89,86,61,98,89,87,63
"3398",1996,"430897","Montferri","01","Alt Camp","Camp de Tarragona","AT03",156,137,120,58,156,100,88,77,37,99,90,86,55,99,91,86,55
"3399",1991,"430897","Montferri","01","Alt Camp","Camp de Tarragona","AT03",152,138,136,60,152,100,91,89,39,99,88,84,53,99,88,84,51
"3400",2011,"430901","Montmell, el","12","Baix Penedès","Penedès","AT08",1417,1092,1214,811,1478,96,74,82,55,95,75,80,57,97,82,84,62
"3401",2001,"430901","Montmell, el","12","Baix Penedès","Penedès","AT08",672,494,512,318,710,95,70,72,45,94,76,75,49,97,83,81,56
"3402",1996,"430901","Montmell, el","12","Baix Penedès","Penedès","AT08",400,302,318,196,416,96,73,76,47,96,78,73,44,97,85,80,51
"3403",1991,"430901","Montmell, el","12","Baix Penedès","Penedès","AT08",270,213,234,150,277,97,77,84,54,96,78,75,44,98,82,79,48
"3404",2011,"430918","Mont-ral","01","Alt Camp","Camp de Tarragona","AT03",158,148,141,108,160,99,92,88,68,98,86,87,64,98,85,87,64
"3405",2001,"430918","Mont-ral","01","Alt Camp","Camp de Tarragona","AT03",151,143,145,105,151,100,95,96,70,98,89,86,61,98,89,87,63
"3406",1996,"430918","Mont-ral","01","Alt Camp","Camp de Tarragona","AT03",141,129,129,109,142,99,91,91,77,99,90,86,55,99,91,86,55
"3407",1991,"430918","Mont-ral","01","Alt Camp","Camp de Tarragona","AT03",104,78,82,42,112,93,70,73,38,99,88,84,53,99,88,84,51
"3408",2011,"430923","Mont-roig del Camp","08","Baix Camp","Camp de Tarragona","AT03",10685,7473,8490,6184,12147,88,62,70,51,97,84,86,65,98,85,87,64
"3409",2001,"430923","Mont-roig del Camp","08","Baix Camp","Camp de Tarragona","AT03",5951,4566,4559,3544,6618,90,69,69,54,97,89,88,64,98,89,87,63
"3410",1996,"430923","Mont-roig del Camp","08","Baix Camp","Camp de Tarragona","AT03",5434,4187,4005,2887,5973,91,70,67,48,98,91,86,55,99,91,86,55
"3411",1991,"430923","Mont-roig del Camp","08","Baix Camp","Camp de Tarragona","AT03",4581,3638,3524,2810,4889,94,74,72,57,99,89,85,59,99,88,84,51
"3412",2011,"430939","Móra d'Ebre","30","Ribera d'Ebre","Terres de l'Ebre","AT04",5204,4585,4433,3155,5446,96,84,81,58,96,83,82,57,98,84,84,55
"3413",2001,"430939","Móra d'Ebre","30","Ribera d'Ebre","Terres de l'Ebre","AT04",4380,4039,3881,2891,4453,98,91,87,65,98,91,85,56,98,90,81,49
"3414",1996,"430939","Móra d'Ebre","30","Ribera d'Ebre","Terres de l'Ebre","AT04",4708,4242,3780,2236,4781,98,89,79,47,99,94,82,47,99,94,78,41
"3415",1991,"430939","Móra d'Ebre","30","Ribera d'Ebre","Terres de l'Ebre","AT04",4288,3712,3316,1759,4336,99,86,76,41,100,92,82,41,99,91,76,37
"3416",2011,"430944","Móra la Nova","30","Ribera d'Ebre","Terres de l'Ebre","AT04",2815,2384,2404,1724,3141,90,76,77,55,96,83,82,57,98,84,84,55
"3417",2001,"430944","Móra la Nova","30","Ribera d'Ebre","Terres de l'Ebre","AT04",2641,2283,2191,1524,2771,95,82,79,55,98,91,85,56,98,90,81,49
"3418",1996,"430944","Móra la Nova","30","Ribera d'Ebre","Terres de l'Ebre","AT04",2592,2299,2112,1256,2643,98,87,80,48,99,94,82,47,99,94,78,41
"3419",1991,"430944","Móra la Nova","30","Ribera d'Ebre","Terres de l'Ebre","AT04",2565,2168,2022,1092,2619,98,83,77,42,100,92,82,41,99,91,76,37
"3420",2011,"430957","Morell, el","36","Tarragonès","Camp de Tarragona","AT03",3261,2741,2850,2194,3364,97,81,85,65,96,76,81,57,98,85,87,64
"3421",2001,"430957","Morell, el","36","Tarragonès","Camp de Tarragona","AT03",2217,1923,1785,1294,2283,97,84,78,57,96,80,79,54,98,89,87,63
"3422",1996,"430957","Morell, el","36","Tarragonès","Camp de Tarragona","AT03",2219,1918,1817,1152,2292,97,84,79,50,97,81,78,49,99,91,86,55
"3423",1991,"430957","Morell, el","36","Tarragonès","Camp de Tarragona","AT03",2170,1882,1817,827,2214,98,85,82,37,96,78,74,43,99,88,84,51
"3424",2011,"430960","Morera de Montsant, la","29","Priorat","Camp de Tarragona","AT03",156,135,141,114,156,100,87,90,73,99,91,91,68,98,85,87,64
"3425",2001,"430960","Morera de Montsant, la","29","Priorat","Camp de Tarragona","AT03",140,123,123,81,145,97,85,85,56,99,93,91,68,98,89,87,63
"3426",1996,"430960","Morera de Montsant, la","29","Priorat","Camp de Tarragona","AT03",178,166,158,107,182,98,91,87,59,100,95,90,54,99,91,86,55
"3427",1991,"430960","Morera de Montsant, la","29","Priorat","Camp de Tarragona","AT03",183,125,118,54,184,99,68,64,29,100,90,88,51,99,88,84,51
"3428",2011,"430976","Nou de Gaià, la","36","Tarragonès","Camp de Tarragona","AT03",513,435,422,291,526,98,83,80,55,96,76,81,57,98,85,87,64
"3429",2001,"430976","Nou de Gaià, la","36","Tarragonès","Camp de Tarragona","AT03",382,359,358,195,393,97,91,91,50,96,80,79,54,98,89,87,63
"3430",1996,"430976","Nou de Gaià, la","36","Tarragonès","Camp de Tarragona","AT03",366,339,332,186,373,98,91,89,50,97,81,78,49,99,91,86,55
"3431",1991,"430976","Nou de Gaià, la","36","Tarragonès","Camp de Tarragona","AT03",357,337,326,276,362,99,93,90,76,96,78,74,43,99,88,84,51
"3432",2011,"430982","Nulles","01","Alt Camp","Camp de Tarragona","AT03",430,398,390,322,442,97,90,88,73,98,86,87,64,98,85,87,64
"3433",2001,"430982","Nulles","01","Alt Camp","Camp de Tarragona","AT03",349,335,319,240,353,99,95,90,68,98,89,86,61,98,89,87,63
"3434",1996,"430982","Nulles","01","Alt Camp","Camp de Tarragona","AT03",338,329,329,188,339,100,97,97,55,99,90,86,55,99,91,86,55
"3435",1991,"430982","Nulles","01","Alt Camp","Camp de Tarragona","AT03",329,302,288,165,332,99,91,87,50,99,88,84,53,99,88,84,51
"3436",2011,"430995","Palma d'Ebre, la","30","Ribera d'Ebre","Terres de l'Ebre","AT04",374,347,336,197,392,95,89,86,50,96,83,82,57,98,84,84,55
"3437",2001,"430995","Palma d'Ebre, la","30","Ribera d'Ebre","Terres de l'Ebre","AT04",402,385,385,172,402,100,96,96,43,98,91,85,56,98,90,81,49
"3438",1996,"430995","Palma d'Ebre, la","30","Ribera d'Ebre","Terres de l'Ebre","AT04",420,411,392,208,420,100,98,93,50,99,94,82,47,99,94,78,41
"3439",1991,"430995","Palma d'Ebre, la","30","Ribera d'Ebre","Terres de l'Ebre","AT04",454,442,399,139,454,100,97,88,31,100,92,82,41,99,91,76,37
"3440",2011,"431009","Pallaresos, els","36","Tarragonès","Camp de Tarragona","AT03",4128,3533,3695,2827,4223,98,84,87,67,96,76,81,57,98,85,87,64
"3441",2001,"431009","Pallaresos, els","36","Tarragonès","Camp de Tarragona","AT03",2560,2144,2173,1582,2595,99,83,84,61,96,80,79,54,98,89,87,63
"3442",1996,"431009","Pallaresos, els","36","Tarragonès","Camp de Tarragona","AT03",2059,1722,1666,1045,2114,97,81,79,49,97,81,78,49,99,91,86,55
"3443",1991,"431009","Pallaresos, els","36","Tarragonès","Camp de Tarragona","AT03",645,533,514,286,656,98,81,78,44,96,78,74,43,99,88,84,51
"3444",2011,"431016","Passanant i Belltall","16","Conca de Barberà","Camp de Tarragona","AT03",156,146,147,100,158,99,92,93,63,99,89,90,67,98,85,87,64
"3445",2001,"431016","Passanant i Belltall","16","Conca de Barberà","Camp de Tarragona","AT03",188,184,178,128,191,98,96,93,67,99,93,91,68,98,89,87,63
"3446",1996,"431016","Passanant i Belltall","16","Conca de Barberà","Camp de Tarragona","AT03",190,190,185,91,190,100,100,97,48,100,96,92,61,99,91,86,55
"3447",1991,"431016","Passanant i Belltall","16","Conca de Barberà","Camp de Tarragona","AT03",192,188,181,31,193,99,97,94,16,100,91,86,49,99,88,84,51
"3448",2011,"431021","Paüls","09","Baix Ebre","Terres de l'Ebre","AT04",582,470,541,337,589,99,80,92,57,98,82,84,57,98,84,84,55
"3449",2001,"431021","Paüls","09","Baix Ebre","Terres de l'Ebre","AT04",617,562,475,262,619,100,91,77,42,97,90,79,48,98,90,81,49
"3450",1996,"431021","Paüls","09","Baix Ebre","Terres de l'Ebre","AT04",639,632,317,200,643,99,98,49,31,99,93,77,42,99,94,78,41
"3451",1991,"431021","Paüls","09","Baix Ebre","Terres de l'Ebre","AT04",716,672,588,429,720,99,93,82,60,99,87,72,36,99,91,76,37
"3452",2011,"431037","Perafort","36","Tarragonès","Camp de Tarragona","AT03",1181,1058,1037,824,1203,98,88,86,68,96,76,81,57,98,85,87,64
"3453",2001,"431037","Perafort","36","Tarragonès","Camp de Tarragona","AT03",595,538,535,374,604,99,89,89,62,96,80,79,54,98,89,87,63
"3454",1996,"431037","Perafort","36","Tarragonès","Camp de Tarragona","AT03",506,477,405,199,508,100,94,80,39,97,81,78,49,99,91,86,55
"3455",1991,"431037","Perafort","36","Tarragonès","Camp de Tarragona","AT03",482,446,400,239,493,98,90,81,48,96,78,74,43,99,88,84,51
"3456",2011,"431042","Perelló, el","09","Baix Ebre","Terres de l'Ebre","AT04",2999,2628,2628,1821,3081,97,85,85,59,98,82,84,57,98,84,84,55
"3457",2001,"431042","Perelló, el","09","Baix Ebre","Terres de l'Ebre","AT04",2069,1956,1863,947,2188,95,89,85,43,97,90,79,48,98,90,81,49
"3458",1996,"431042","Perelló, el","09","Baix Ebre","Terres de l'Ebre","AT04",2083,2021,1837,777,2113,99,96,87,37,99,93,77,42,99,94,78,41
"3459",1991,"431042","Perelló, el","09","Baix Ebre","Terres de l'Ebre","AT04",2106,2010,1591,1014,2126,99,95,75,48,99,87,72,36,99,91,76,37
"3460",2011,"431055","Piles, les","16","Conca de Barberà","Camp de Tarragona","AT03",203,194,186,150,204,100,95,91,74,99,89,90,67,98,85,87,64
"3461",2001,"431055","Piles, les","16","Conca de Barberà","Camp de Tarragona","AT03",186,178,175,130,187,99,95,94,70,99,93,91,68,98,89,87,63
"3462",1996,"431055","Piles, les","16","Conca de Barberà","Camp de Tarragona","AT03",161,156,154,111,161,100,97,96,69,100,96,92,61,99,91,86,55
"3463",1991,"431055","Piles, les","16","Conca de Barberà","Camp de Tarragona","AT03",132,117,109,66,133,99,88,82,50,100,91,86,49,99,88,84,51
"3464",2011,"431068","Pinell de Brai, el","37","Terra Alta","Terres de l'Ebre","AT04",1090,1020,976,644,1090,100,94,90,59,99,89,87,55,98,84,84,55
"3465",2001,"431068","Pinell de Brai, el","37","Terra Alta","Terres de l'Ebre","AT04",1079,1037,770,366,1085,99,96,71,34,99,93,83,43,98,90,81,49
"3466",1996,"431068","Pinell de Brai, el","37","Terra Alta","Terres de l'Ebre","AT04",1109,1090,806,375,1110,100,98,73,34,100,97,77,35,99,94,78,41
"3467",1991,"431068","Pinell de Brai, el","37","Terra Alta","Terres de l'Ebre","AT04",1160,1108,954,426,1161,100,95,82,37,100,95,76,38,99,91,76,37
"3468",2011,"431074","Pira","16","Conca de Barberà","Camp de Tarragona","AT03",488,447,434,362,488,100,92,89,74,99,89,90,67,98,85,87,64
"3469",2001,"431074","Pira","16","Conca de Barberà","Camp de Tarragona","AT03",411,384,378,315,416,99,92,91,76,99,93,91,68,98,89,87,63
"3470",1996,"431074","Pira","16","Conca de Barberà","Camp de Tarragona","AT03",356,348,343,296,356,100,98,96,83,100,96,92,61,99,91,86,55
"3471",1991,"431074","Pira","16","Conca de Barberà","Camp de Tarragona","AT03",308,289,275,179,308,100,94,89,58,100,91,86,49,99,88,84,51
"3472",2011,"431080","Pla de Santa Maria, el","01","Alt Camp","Camp de Tarragona","AT03",2309,2086,2113,1680,2337,99,89,90,72,98,86,87,64,98,85,87,64
"3473",2001,"431080","Pla de Santa Maria, el","01","Alt Camp","Camp de Tarragona","AT03",1586,1454,1409,1143,1628,97,89,87,70,98,89,86,61,98,89,87,63
"3474",1996,"431080","Pla de Santa Maria, el","01","Alt Camp","Camp de Tarragona","AT03",1587,1492,1420,855,1593,100,94,89,54,99,90,86,55,99,91,86,55
"3475",1991,"431080","Pla de Santa Maria, el","01","Alt Camp","Camp de Tarragona","AT03",1531,1400,1373,753,1547,99,90,89,49,99,88,84,53,99,88,84,51
"3476",2011,"431093","Pobla de Mafumet, la","36","Tarragonès","Camp de Tarragona","AT03",2766,2163,2186,1736,2823,98,77,77,61,96,76,81,57,98,85,87,64
"3477",2001,"431093","Pobla de Mafumet, la","36","Tarragonès","Camp de Tarragona","AT03",1148,1000,999,661,1168,98,86,86,57,96,80,79,54,98,89,87,63
"3478",1996,"431093","Pobla de Mafumet, la","36","Tarragonès","Camp de Tarragona","AT03",970,815,749,373,991,98,82,76,38,97,81,78,49,99,91,86,55
"3479",1991,"431093","Pobla de Mafumet, la","36","Tarragonès","Camp de Tarragona","AT03",852,716,677,362,876,97,82,77,41,96,78,74,43,99,88,84,51
"3480",2011,"431107","Pobla de Massaluca, la","37","Terra Alta","Terres de l'Ebre","AT04",349,313,312,185,359,97,87,87,52,99,89,87,55,98,84,84,55
"3481",2001,"431107","Pobla de Massaluca, la","37","Terra Alta","Terres de l'Ebre","AT04",423,415,353,158,429,99,97,82,37,99,93,83,43,98,90,81,49
"3482",1996,"431107","Pobla de Massaluca, la","37","Terra Alta","Terres de l'Ebre","AT04",443,431,372,153,443,100,97,84,35,100,97,77,35,99,94,78,41
"3483",1991,"431107","Pobla de Massaluca, la","37","Terra Alta","Terres de l'Ebre","AT04",464,447,358,191,467,99,96,77,41,100,95,76,38,99,91,76,37
"3484",2011,"431114","Pobla de Montornès, la","36","Tarragonès","Camp de Tarragona","AT03",2694,2014,2257,1442,2800,96,72,81,52,96,76,81,57,98,85,87,64
"3485",2001,"431114","Pobla de Montornès, la","36","Tarragonès","Camp de Tarragona","AT03",1401,1145,1129,654,1501,93,76,75,44,96,80,79,54,98,89,87,63
"3486",1996,"431114","Pobla de Montornès, la","36","Tarragonès","Camp de Tarragona","AT03",1048,888,879,494,1100,95,81,80,45,97,81,78,49,99,91,86,55
"3487",1991,"431114","Pobla de Montornès, la","36","Tarragonès","Camp de Tarragona","AT03",835,744,674,434,906,92,82,74,48,96,78,74,43,99,88,84,51
"3488",2011,"431129","Poboleda","29","Priorat","Camp de Tarragona","AT03",366,339,337,256,366,100,93,92,70,99,91,91,68,98,85,87,64
"3489",2001,"431129","Poboleda","29","Priorat","Camp de Tarragona","AT03",343,311,309,187,344,100,90,90,54,99,93,91,68,98,89,87,63
"3490",1996,"431129","Poboleda","29","Priorat","Camp de Tarragona","AT03",331,307,297,164,331,100,93,90,50,100,95,90,54,99,91,86,55
"3491",1991,"431129","Poboleda","29","Priorat","Camp de Tarragona","AT03",362,331,326,298,363,100,91,90,82,100,90,88,51,99,88,84,51
"3492",2011,"431135","Pont d'Armentera, el","01","Alt Camp","Camp de Tarragona","AT03",574,501,524,367,577,99,87,91,64,98,86,87,64,98,85,87,64
"3493",2001,"431135","Pont d'Armentera, el","01","Alt Camp","Camp de Tarragona","AT03",520,500,482,449,523,99,96,92,86,98,89,86,61,98,89,87,63
"3494",1996,"431135","Pont d'Armentera, el","01","Alt Camp","Camp de Tarragona","AT03",574,555,535,509,574,100,97,93,89,99,90,86,55,99,91,86,55
"3495",1991,"431135","Pont d'Armentera, el","01","Alt Camp","Camp de Tarragona","AT03",591,533,511,405,591,100,90,86,69,99,88,84,53,99,88,84,51
"3496",2011,"431140","Porrera","29","Priorat","Camp de Tarragona","AT03",454,426,421,309,454,100,94,93,68,99,91,91,68,98,85,87,64
"3497",2001,"431140","Porrera","29","Priorat","Camp de Tarragona","AT03",454,414,387,266,457,99,91,85,58,99,93,91,68,98,89,87,63
"3498",1996,"431140","Porrera","29","Priorat","Camp de Tarragona","AT03",433,412,316,192,433,100,95,73,44,100,95,90,54,99,91,86,55
"3499",1991,"431140","Porrera","29","Priorat","Camp de Tarragona","AT03",431,406,356,193,432,100,94,82,45,100,90,88,51,99,88,84,51
"3500",2011,"431153","Pradell de la Teixeta","29","Priorat","Camp de Tarragona","AT03",198,180,181,138,198,100,91,91,70,99,91,91,68,98,85,87,64
"3501",2001,"431153","Pradell de la Teixeta","29","Priorat","Camp de Tarragona","AT03",187,186,183,143,187,100,99,98,76,99,93,91,68,98,89,87,63
"3502",1996,"431153","Pradell de la Teixeta","29","Priorat","Camp de Tarragona","AT03",231,221,218,206,231,100,96,94,89,100,95,90,54,99,91,86,55
"3503",1991,"431153","Pradell de la Teixeta","29","Priorat","Camp de Tarragona","AT03",257,245,237,106,262,98,94,90,40,100,90,88,51,99,88,84,51
"3504",2011,"431166","Prades","08","Baix Camp","Camp de Tarragona","AT03",642,585,554,409,645,100,91,86,63,97,84,86,65,98,85,87,64
"3505",2001,"431166","Prades","08","Baix Camp","Camp de Tarragona","AT03",545,495,492,370,552,99,90,89,67,97,89,88,64,98,89,87,63
"3506",1996,"431166","Prades","08","Baix Camp","Camp de Tarragona","AT03",503,488,472,337,505,100,97,93,67,98,91,86,55,99,91,86,55
"3507",1991,"431166","Prades","08","Baix Camp","Camp de Tarragona","AT03",518,490,462,310,519,100,94,89,60,99,89,85,59,99,88,84,51
"3508",2011,"431172","Prat de Comte","37","Terra Alta","Terres de l'Ebre","AT04",184,146,147,96,184,100,79,80,52,99,89,87,55,98,84,84,55
"3509",2001,"431172","Prat de Comte","37","Terra Alta","Terres de l'Ebre","AT04",183,168,143,79,183,100,92,78,43,99,93,83,43,98,90,81,49
"3510",1996,"431172","Prat de Comte","37","Terra Alta","Terres de l'Ebre","AT04",200,187,95,41,200,100,94,48,20,100,97,77,35,99,94,78,41
"3511",1991,"431172","Prat de Comte","37","Terra Alta","Terres de l'Ebre","AT04",222,209,92,58,222,100,94,41,26,100,95,76,38,99,91,76,37
"3512",2011,"431188","Pratdip","08","Baix Camp","Camp de Tarragona","AT03",630,482,498,326,760,83,63,66,43,97,84,86,65,98,85,87,64
"3513",2001,"431188","Pratdip","08","Baix Camp","Camp de Tarragona","AT03",503,470,460,225,524,96,90,88,43,97,89,88,64,98,89,87,63
"3514",1996,"431188","Pratdip","08","Baix Camp","Camp de Tarragona","AT03",417,402,390,195,447,93,90,87,44,98,91,86,55,99,91,86,55
"3515",1991,"431188","Pratdip","08","Baix Camp","Camp de Tarragona","AT03",435,405,378,241,437,100,93,86,55,99,89,85,59,99,88,84,51
"3516",2011,"431191","Puigpelat","01","Alt Camp","Camp de Tarragona","AT03",988,847,829,625,999,99,85,83,63,98,86,87,64,98,85,87,64
"3517",2001,"431191","Puigpelat","01","Alt Camp","Camp de Tarragona","AT03",604,533,510,346,616,98,87,83,56,98,89,86,61,98,89,87,63
"3518",1996,"431191","Puigpelat","01","Alt Camp","Camp de Tarragona","AT03",465,428,386,245,474,98,90,81,52,99,90,86,55,99,91,86,55
"3519",1991,"431191","Puigpelat","01","Alt Camp","Camp de Tarragona","AT03",427,352,342,254,432,99,81,79,59,99,88,84,53,99,88,84,51
"3520",2011,"431205","Querol","01","Alt Camp","Camp de Tarragona","AT03",489,391,426,256,525,93,74,81,49,98,86,87,64,98,85,87,64
"3521",2001,"431205","Querol","01","Alt Camp","Camp de Tarragona","AT03",269,220,208,117,287,94,77,72,41,98,89,86,61,98,89,87,63
"3522",1996,"431205","Querol","01","Alt Camp","Camp de Tarragona","AT03",238,185,186,93,238,100,78,78,39,99,90,86,55,99,91,86,55
"3523",1991,"431205","Querol","01","Alt Camp","Camp de Tarragona","AT03",167,132,139,98,170,98,78,82,58,99,88,84,53,99,88,84,51
"3524",2011,"431212","Rasquera","30","Ribera d'Ebre","Terres de l'Ebre","AT04",813,704,666,399,858,95,82,78,47,96,83,82,57,98,84,84,55
"3525",2001,"431212","Rasquera","30","Ribera d'Ebre","Terres de l'Ebre","AT04",792,743,608,431,798,99,93,76,54,98,91,85,56,98,90,81,49
"3526",1996,"431212","Rasquera","30","Ribera d'Ebre","Terres de l'Ebre","AT04",848,831,321,194,849,100,98,38,23,99,94,82,47,99,94,78,41
"3527",1991,"431212","Rasquera","30","Ribera d'Ebre","Terres de l'Ebre","AT04",882,853,749,292,885,100,96,85,33,100,92,82,41,99,91,76,37
"3528",2011,"431227","Renau","36","Tarragonès","Camp de Tarragona","AT03",126,108,111,83,126,100,86,88,66,96,76,81,57,98,85,87,64
"3529",2001,"431227","Renau","36","Tarragonès","Camp de Tarragona","AT03",58,53,53,38,58,100,91,91,66,96,80,79,54,98,89,87,63
"3530",1996,"431227","Renau","36","Tarragonès","Camp de Tarragona","AT03",54,49,47,38,54,100,91,87,70,97,81,78,49,99,91,86,55
"3531",1991,"431227","Renau","36","Tarragonès","Camp de Tarragona","AT03",58,50,48,24,62,94,81,77,39,96,78,74,43,99,88,84,51
"3532",2011,"431233","Reus","08","Baix Camp","Camp de Tarragona","AT03",97754,76965,81226,60131,103082,95,75,79,58,97,84,86,65,98,85,87,64
"3533",2001,"431233","Reus","08","Baix Camp","Camp de Tarragona","AT03",81580,64089,62819,43518,85881,95,75,73,51,97,89,88,64,98,89,87,63
"3534",1996,"431233","Reus","08","Baix Camp","Camp de Tarragona","AT03",85179,69128,64592,43887,89175,96,78,72,49,98,91,86,55,99,91,86,55
"3535",1991,"431233","Reus","08","Baix Camp","Camp de Tarragona","AT03",81378,61036,60146,36940,85797,95,71,70,43,99,89,85,59,99,88,84,51
"3536",2011,"431248","Riba, la","01","Alt Camp","Camp de Tarragona","AT03",650,595,601,413,674,96,88,89,61,98,86,87,64,98,85,87,64
