"","any","idMunicipi","nomMunicipi","idComarca","nomComarca","nomAT","idAT","entendre","parlar","llegir","escriure","poblacio_2_anys_i_mes","entendre_pct","parlar_pct","llegir_pct","escriure_pct","entendre_com","parlar_com","llegir_com","escriure_com","entendre_at","parlar_at","llegir_at","escriure_at"
"659",1996,"081653","Pobla de Claramunt, la","06","Anoia","Penedès","AT08",1599,1383,1332,811,1655,97,84,80,49,98,89,84,55,97,85,80,51
"660",1991,"081653","Pobla de Claramunt, la","06","Anoia","Penedès","AT08",1549,1231,1262,757,1601,97,77,79,47,98,85,79,52,98,82,79,48
"661",2011,"081666","Pobla de Lillet, la","14","Berguedà","Comarques Centrals","AT06",1150,988,1025,691,1159,99,85,88,60,99,93,93,73,99,91,91,72
"662",2001,"081666","Pobla de Lillet, la","14","Berguedà","Comarques Centrals","AT06",1294,1219,1209,946,1301,99,94,93,73,99,94,90,70,99,91,89,68
"663",1996,"081666","Pobla de Lillet, la","14","Berguedà","Comarques Centrals","AT06",1542,1379,1253,795,1554,99,89,81,51,100,95,86,60,99,93,88,60
"664",1991,"081666","Pobla de Lillet, la","14","Berguedà","Comarques Centrals","AT06",1728,1482,1413,657,1751,99,85,81,38,100,93,84,57,99,90,83,54
"665",2011,"081672","Polinyà","40","Vallès Occidental","Metropolità","AT01",7484,5503,6065,4388,7665,98,72,79,57,97,77,82,60,97,79,82,61
"666",2001,"081672","Polinyà","40","Vallès Occidental","Metropolità","AT01",4728,3315,3471,2244,4999,95,66,69,45,96,76,76,52,96,78,78,54
"667",1996,"081672","Polinyà","40","Vallès Occidental","Metropolità","AT01",3602,2450,2442,1421,3859,93,63,63,37,95,76,73,48,96,78,75,49
"668",1991,"081672","Polinyà","40","Vallès Occidental","Metropolità","AT01",3020,1945,1956,1174,3293,92,59,59,36,94,71,70,44,95,73,72,46
"669",2011,"081688","Pontons","03","Alt Penedès","Penedès","AT08",493,417,409,258,517,95,81,79,50,98,85,86,65,97,82,84,62
"670",2001,"081688","Pontons","03","Alt Penedès","Penedès","AT08",400,338,323,216,407,98,83,79,53,97,86,84,58,97,83,81,56
"671",1996,"081688","Pontons","03","Alt Penedès","Penedès","AT08",289,253,240,162,291,99,87,82,56,98,89,84,55,97,85,80,51
"672",1991,"081688","Pontons","03","Alt Penedès","Penedès","AT08",253,235,220,125,253,100,93,87,49,98,87,83,51,98,82,79,48
"673",2011,"081691","Prat de Llobregat, el","11","Baix Llobregat","Metropolità","AT01",57113,38257,44215,28918,61247,93,62,72,47,96,74,79,57,97,79,82,61
"674",2001,"081691","Prat de Llobregat, el","11","Baix Llobregat","Metropolità","AT01",55570,38468,40027,24978,60480,92,64,66,41,95,73,74,49,96,78,78,54
"675",1996,"081691","Prat de Llobregat, el","11","Baix Llobregat","Metropolità","AT01",56317,35623,36315,22501,62144,91,57,58,36,94,72,70,44,96,78,75,49
"676",1991,"081691","Prat de Llobregat, el","11","Baix Llobregat","Metropolità","AT01",55031,30094,31573,17127,62934,87,48,50,27,93,64,65,38,95,73,72,46
"677",2011,"081705","Prats de Rei, els","06","Anoia","Comarques Centrals","AT06",477,461,459,379,477,100,97,96,79,98,86,88,66,99,91,91,72
"678",2001,"081705","Prats de Rei, els","06","Anoia","Comarques Centrals","AT06",510,481,474,321,515,99,93,92,62,98,87,85,63,99,91,89,68
"679",1996,"081705","Prats de Rei, els","06","Anoia","Comarques Centrals","AT06",545,522,497,274,548,99,95,91,50,98,89,84,55,99,93,88,60
"680",1991,"081705","Prats de Rei, els","06","Anoia","Comarques Centrals","AT06",547,490,392,133,556,98,88,71,24,98,85,79,52,99,90,83,54
"681",2011,"081712","Prats de Lluçanès","24","Osona","Comarques Centrals","AT06",2571,2332,2340,1921,2571,100,91,91,75,99,91,91,74,99,91,91,72
"682",2001,"081712","Prats de Lluçanès","24","Osona","Comarques Centrals","AT06",2544,2392,2295,1811,2594,98,92,88,70,98,91,89,68,99,91,89,68
"683",1996,"081712","Prats de Lluçanès","24","Osona","Comarques Centrals","AT06",2700,2426,2362,1707,2726,99,89,87,63,99,93,89,61,99,93,88,60
"684",1991,"081712","Prats de Lluçanès","24","Osona","Comarques Centrals","AT06",2529,2326,2250,1541,2563,99,91,88,60,99,91,85,56,99,90,83,54
"685",2011,"081727","Premià de Mar","21","Maresme","Metropolità","AT01",25767,20466,21753,15242,27248,95,75,80,56,98,83,86,64,97,79,82,61
"686",2001,"081727","Premià de Mar","21","Maresme","Metropolità","AT01",24197,19305,19138,12763,25709,94,75,74,50,97,82,81,57,96,78,78,54
"687",1996,"081727","Premià de Mar","21","Maresme","Metropolità","AT01",22606,18098,17394,11562,23924,94,76,73,48,97,84,80,53,96,78,75,49
"688",1991,"081727","Premià de Mar","21","Maresme","Metropolità","AT01",20815,15381,15165,9419,22197,94,69,68,42,97,81,78,51,95,73,72,46
"689",2011,"081748","Puigdàlber","03","Alt Penedès","Penedès","AT08",502,467,463,353,507,99,92,91,70,98,85,86,65,97,82,84,62
"690",2001,"081748","Puigdàlber","03","Alt Penedès","Penedès","AT08",337,312,301,211,339,99,92,89,62,97,86,84,58,97,83,81,56
"691",1996,"081748","Puigdàlber","03","Alt Penedès","Penedès","AT08",306,279,267,161,307,100,91,87,52,98,89,84,55,97,85,80,51
"692",1991,"081748","Puigdàlber","03","Alt Penedès","Penedès","AT08",286,248,241,164,289,99,86,83,57,98,87,83,51,98,82,79,48
"693",2011,"081751","Puig-reig","14","Berguedà","Comarques Centrals","AT06",4051,3625,3670,2853,4078,99,89,90,70,99,93,93,73,99,91,91,72
"694",2001,"081751","Puig-reig","14","Berguedà","Comarques Centrals","AT06",4023,3644,3541,2612,4056,99,90,87,64,99,94,90,70,99,91,89,68
"695",1996,"081751","Puig-reig","14","Berguedà","Comarques Centrals","AT06",4443,4145,3886,2988,4522,98,92,86,66,100,95,86,60,99,93,88,60
"696",1991,"081751","Puig-reig","14","Berguedà","Comarques Centrals","AT06",4588,4164,3571,2476,4681,98,89,76,53,100,93,84,57,99,90,83,54
"697",2011,"081764","Pujalt","06","Anoia","Comarques Centrals","AT06",195,179,175,129,195,100,92,90,66,98,86,88,66,99,91,91,72
"698",2001,"081764","Pujalt","06","Anoia","Comarques Centrals","AT06",180,175,177,161,185,97,95,96,87,98,87,85,63,99,91,89,68
"699",1996,"081764","Pujalt","06","Anoia","Comarques Centrals","AT06",176,171,166,121,176,100,97,94,69,98,89,84,55,99,93,88,60
"700",1991,"081764","Pujalt","06","Anoia","Comarques Centrals","AT06",173,161,159,107,173,100,93,92,62,98,85,79,52,99,90,83,54
"701",2011,"081770","Quar, la","14","Berguedà","Comarques Centrals","AT06",NA,NA,NA,NA,NA,NA,NA,NA,NA,99,93,93,73,99,91,91,72
"702",2001,"081770","Quar, la","14","Berguedà","Comarques Centrals","AT06",67,61,58,52,67,100,91,87,78,99,94,90,70,99,91,89,68
"703",1996,"081770","Quar, la","14","Berguedà","Comarques Centrals","AT06",55,45,46,30,55,100,82,84,55,100,95,86,60,99,93,88,60
"704",1991,"081770","Quar, la","14","Berguedà","Comarques Centrals","AT06",42,38,35,9,42,100,90,83,21,100,93,84,57,99,90,83,54
"705",2011,"081786","Rajadell","07","Bages","Comarques Centrals","AT06",532,441,471,365,532,100,83,89,69,98,85,87,66,99,91,91,72
"706",2001,"081786","Rajadell","07","Bages","Comarques Centrals","AT06",379,354,349,271,382,99,93,91,71,98,87,85,64,99,91,89,68
"707",1996,"081786","Rajadell","07","Bages","Comarques Centrals","AT06",330,298,288,168,332,99,90,87,51,98,88,84,56,99,93,88,60
"708",1991,"081786","Rajadell","07","Bages","Comarques Centrals","AT06",280,241,233,144,284,99,85,82,51,98,85,80,51,99,90,83,54
"709",2011,"081799","Rellinars","40","Vallès Occidental","Metropolità","AT01",714,593,610,436,731,98,81,83,60,97,77,82,60,97,79,82,61
"710",2001,"081799","Rellinars","40","Vallès Occidental","Metropolità","AT01",384,357,351,231,386,99,92,91,60,96,76,76,52,96,78,78,54
"711",1996,"081799","Rellinars","40","Vallès Occidental","Metropolità","AT01",316,305,289,157,320,99,95,90,49,95,76,73,48,96,78,75,49
"712",1991,"081799","Rellinars","40","Vallès Occidental","Metropolità","AT01",232,219,218,122,232,100,94,94,53,94,71,70,44,95,73,72,46
"713",2011,"081803","Ripollet","40","Vallès Occidental","Metropolità","AT01",33301,23097,25538,17301,36095,92,64,71,48,97,77,82,60,97,79,82,61
"714",2001,"081803","Ripollet","40","Vallès Occidental","Metropolità","AT01",27102,18729,19416,12226,29452,92,64,66,42,96,76,76,52,96,78,78,54
"715",1996,"081803","Ripollet","40","Vallès Occidental","Metropolità","AT01",25490,16387,16309,9883,28300,90,58,58,35,95,76,73,48,96,78,75,49
"716",1991,"081803","Ripollet","40","Vallès Occidental","Metropolità","AT01",22476,12756,13564,7499,26197,86,49,52,29,94,71,70,44,95,73,72,46
"717",2011,"081810","Roca del Vallès, la","41","Vallès Oriental","Metropolità","AT01",9702,8291,8446,6436,9876,98,84,86,65,97,81,84,62,97,79,82,61
"718",2001,"081810","Roca del Vallès, la","41","Vallès Oriental","Metropolità","AT01",7270,5876,5731,3983,7485,97,79,77,53,96,81,79,56,96,78,78,54
"719",1996,"081810","Roca del Vallès, la","41","Vallès Oriental","Metropolità","AT01",6371,5316,5012,3248,6606,96,80,76,49,96,81,77,51,96,78,75,49
"720",1991,"081810","Roca del Vallès, la","41","Vallès Oriental","Metropolità","AT01",5384,4261,4182,2659,5668,95,75,74,47,96,77,75,49,95,73,72,46
"721",2011,"081825","Pont de Vilomara i Rocafort, el","07","Bages","Comarques Centrals","AT06",3572,2877,3012,2100,3631,98,79,83,58,98,85,87,66,99,91,91,72
"722",2001,"081825","Pont de Vilomara i Rocafort, el","07","Bages","Comarques Centrals","AT06",2514,2063,1992,1472,2635,95,78,76,56,98,87,85,64,99,91,89,68
"723",1996,"081825","Pont de Vilomara i Rocafort, el","07","Bages","Comarques Centrals","AT06",2211,1763,1831,1112,2364,94,75,77,47,98,88,84,56,99,93,88,60
"724",1991,"081825","Pont de Vilomara i Rocafort, el","07","Bages","Comarques Centrals","AT06",2097,1443,1586,769,2185,96,66,73,35,98,85,80,51,99,90,83,54
"725",2011,"081831","Roda de Ter","24","Osona","Comarques Centrals","AT06",5698,5021,5092,4285,5928,96,85,86,72,99,91,91,74,99,91,91,72
"726",2001,"081831","Roda de Ter","24","Osona","Comarques Centrals","AT06",4950,4314,4241,3143,5083,97,85,83,62,98,91,89,68,99,91,89,68
"727",1996,"081831","Roda de Ter","24","Osona","Comarques Centrals","AT06",4798,4445,4157,2962,4895,98,91,85,61,99,93,89,61,99,93,88,60
"728",1991,"081831","Roda de Ter","24","Osona","Comarques Centrals","AT06",4792,4187,4059,2833,4894,98,86,83,58,99,91,85,56,99,90,83,54
"729",2011,"081846","Rubí","40","Vallès Occidental","Metropolità","AT01",68446,49910,54810,37992,72136,95,69,76,53,97,77,82,60,97,79,82,61
"730",2001,"081846","Rubí","40","Vallès Occidental","Metropolità","AT01",54929,39593,40447,25484,59624,92,66,68,43,96,76,76,52,96,78,78,54
"731",1996,"081846","Rubí","40","Vallès Occidental","Metropolità","AT01",48412,33838,33491,20682,53050,91,64,63,39,95,76,73,48,96,78,75,49
"732",1991,"081846","Rubí","40","Vallès Occidental","Metropolità","AT01",44357,26923,27792,15533,49249,90,55,56,32,94,71,70,44,95,73,72,46
"733",2011,"081859","Rubió","06","Anoia","Penedès","AT08",230,230,230,196,230,100,100,100,85,98,86,88,66,97,82,84,62
"734",2001,"081859","Rubió","06","Anoia","Penedès","AT08",122,115,114,87,122,100,94,93,71,98,87,85,63,97,83,81,56
"735",1996,"081859","Rubió","06","Anoia","Penedès","AT08",118,112,113,78,118,100,95,96,66,98,89,84,55,97,85,80,51
"736",1991,"081859","Rubió","06","Anoia","Penedès","AT08",116,114,102,36,116,100,98,88,31,98,85,79,52,98,82,79,48
"737",2011,"081878","Sabadell","40","Vallès Occidental","Metropolità","AT01",192210,144091,155739,111050,200800,96,72,78,55,97,77,82,60,97,79,82,61
"738",2001,"081878","Sabadell","40","Vallès Occidental","Metropolità","AT01",168238,125012,125567,85952,179103,94,70,70,48,96,76,76,52,96,78,78,54
"739",1996,"081878","Sabadell","40","Vallès Occidental","Metropolità","AT01",171215,128050,123725,80586,182503,94,70,68,44,95,76,73,48,96,78,75,49
"740",1991,"081878","Sabadell","40","Vallès Occidental","Metropolità","AT01",171231,114306,113548,69037,185799,92,62,61,37,94,71,70,44,95,73,72,46
"741",2011,"081884","Sagàs","14","Berguedà","Comarques Centrals","AT06",144,135,134,123,144,100,94,93,85,99,93,93,73,99,91,91,72
"742",2001,"081884","Sagàs","14","Berguedà","Comarques Centrals","AT06",147,141,134,129,149,99,95,90,87,99,94,90,70,99,91,89,68
"743",1996,"081884","Sagàs","14","Berguedà","Comarques Centrals","AT06",157,156,154,143,157,100,99,98,91,100,95,86,60,99,93,88,60
"744",1991,"081884","Sagàs","14","Berguedà","Comarques Centrals","AT06",193,192,185,177,193,100,99,96,92,100,93,84,57,99,90,83,54
"745",2011,"081897","Sant Pere Sallavinera","06","Anoia","Comarques Centrals","AT06",163,156,152,125,163,100,96,93,77,98,86,88,66,99,91,91,72
"746",2001,"081897","Sant Pere Sallavinera","06","Anoia","Comarques Centrals","AT06",142,140,134,110,143,99,98,94,77,98,87,85,63,99,91,89,68
"747",1996,"081897","Sant Pere Sallavinera","06","Anoia","Comarques Centrals","AT06",167,167,154,89,167,100,100,92,53,98,89,84,55,99,93,88,60
"748",1991,"081897","Sant Pere Sallavinera","06","Anoia","Comarques Centrals","AT06",178,170,140,65,178,100,96,79,37,98,85,79,52,99,90,83,54
"749",2011,"081901","Saldes","14","Berguedà","Comarques Centrals","AT06",315,293,306,219,315,100,93,97,70,99,93,93,73,99,91,91,72
"750",2001,"081901","Saldes","14","Berguedà","Comarques Centrals","AT06",309,288,265,217,311,99,93,85,70,99,94,90,70,99,91,89,68
"751",1996,"081901","Saldes","14","Berguedà","Comarques Centrals","AT06",334,306,243,166,336,99,91,72,49,100,95,86,60,99,93,88,60
"752",1991,"081901","Saldes","14","Berguedà","Comarques Centrals","AT06",320,275,246,191,323,99,85,76,59,100,93,84,57,99,90,83,54
"753",2011,"081918","Sallent","07","Bages","Comarques Centrals","AT06",6575,5557,5597,4107,6693,98,83,84,61,98,85,87,66,99,91,91,72
"754",2001,"081918","Sallent","07","Bages","Comarques Centrals","AT06",6612,5707,5592,3897,6835,97,83,82,57,98,87,85,64,99,91,89,68
"755",1996,"081918","Sallent","07","Bages","Comarques Centrals","AT06",7057,5982,5718,3675,7254,97,82,79,51,98,88,84,56,99,93,88,60
"756",1991,"081918","Sallent","07","Bages","Comarques Centrals","AT06",7318,5952,5571,3599,7569,97,79,74,48,98,85,80,51,99,90,83,54
"757",2011,"081923","Santpedor","07","Bages","Comarques Centrals","AT06",6861,5948,5968,4653,6897,99,86,87,67,98,85,87,66,99,91,91,72
"758",2001,"081923","Santpedor","07","Bages","Comarques Centrals","AT06",5287,4884,4796,3817,5351,99,91,90,71,98,87,85,64,99,91,89,68
"759",1996,"081923","Santpedor","07","Bages","Comarques Centrals","AT06",4876,4415,4288,2794,4970,98,89,86,56,98,88,84,56,99,93,88,60
"760",1991,"081923","Santpedor","07","Bages","Comarques Centrals","AT06",4381,3894,3769,2455,4477,98,87,84,55,98,85,80,51,99,90,83,54
"761",2011,"081939","Sant Iscle de Vallalta","21","Maresme","Metropolità","AT01",1257,1138,1137,809,1275,99,89,89,63,98,83,86,64,97,79,82,61
"762",2001,"081939","Sant Iscle de Vallalta","21","Maresme","Metropolità","AT01",898,776,770,535,914,98,85,84,59,97,82,81,57,96,78,78,54
"763",1996,"081939","Sant Iscle de Vallalta","21","Maresme","Metropolità","AT01",648,596,548,290,689,94,87,80,42,97,84,80,53,96,78,75,49
"764",1991,"081939","Sant Iscle de Vallalta","21","Maresme","Metropolità","AT01",489,433,392,198,506,97,86,77,39,97,81,78,51,95,73,72,46
"765",2011,"081944","Sant Adrià de Besòs","13","Barcelonès","Metropolità","AT01",31863,21647,24307,15388,33592,95,64,72,46,92,61,69,45,97,79,82,61
"766",2001,"081944","Sant Adrià de Besòs","13","Barcelonès","Metropolità","AT01",27967,18045,18551,10991,31135,90,58,60,35,91,62,64,39,96,78,78,54
"767",1996,"081944","Sant Adrià de Besòs","13","Barcelonès","Metropolità","AT01",28525,17126,16596,9046,32692,87,52,51,28,90,61,60,35,96,78,75,49
"768",1991,"081944","Sant Adrià de Besòs","13","Barcelonès","Metropolità","AT01",28325,13872,15303,6952,33388,85,42,46,21,88,51,54,29,95,73,72,46
"769",2011,"081957","Sant Agustí de Lluçanès","24","Osona","Comarques Centrals","AT06",95,90,81,72,95,100,95,85,76,99,91,91,74,99,91,91,72
"770",2001,"081957","Sant Agustí de Lluçanès","24","Osona","Comarques Centrals","AT06",105,101,101,94,105,100,96,96,90,98,91,89,68,99,91,89,68
"771",1996,"081957","Sant Agustí de Lluçanès","24","Osona","Comarques Centrals","AT06",102,100,92,51,102,100,98,90,50,99,93,89,61,99,93,88,60
"772",1991,"081957","Sant Agustí de Lluçanès","24","Osona","Comarques Centrals","AT06",117,117,109,40,117,100,100,93,34,99,91,85,56,99,90,83,54
"773",2011,"081960","Sant Andreu de la Barca","11","Baix Llobregat","Metropolità","AT01",24248,16682,18753,13020,26271,92,63,71,50,96,74,79,57,97,79,82,61
"774",2001,"081960","Sant Andreu de la Barca","11","Baix Llobregat","Metropolità","AT01",18989,12861,13567,8620,21131,90,61,64,41,95,73,74,49,96,78,78,54
"775",1996,"081960","Sant Andreu de la Barca","11","Baix Llobregat","Metropolità","AT01",16204,10573,10508,6475,17931,90,59,59,36,94,72,70,44,96,78,75,49
"776",1991,"081960","Sant Andreu de la Barca","11","Baix Llobregat","Metropolità","AT01",12436,6828,7419,4090,14163,88,48,52,29,93,64,65,38,95,73,72,46
"777",2011,"081976","Sant Andreu de Llavaneres","21","Maresme","Metropolità","AT01",10058,8707,9008,6462,10159,99,86,89,64,98,83,86,64,97,79,82,61
"778",2001,"081976","Sant Andreu de Llavaneres","21","Maresme","Metropolità","AT01",7352,6418,6328,4369,7535,98,85,84,58,97,82,81,57,96,78,78,54
"779",1996,"081976","Sant Andreu de Llavaneres","21","Maresme","Metropolità","AT01",5892,5077,4709,3050,6053,97,84,78,50,97,84,80,53,96,78,75,49
"780",1991,"081976","Sant Andreu de Llavaneres","21","Maresme","Metropolità","AT01",3989,3404,3285,2120,4102,97,83,80,52,97,81,78,51,95,73,72,46
"781",2011,"081982","Sant Antoni de Vilamajor","41","Vallès Oriental","Metropolità","AT01",5352,4899,4904,3669,5441,98,90,90,67,97,81,84,62,97,79,82,61
"782",2001,"081982","Sant Antoni de Vilamajor","41","Vallès Oriental","Metropolità","AT01",3671,3210,3144,2206,3741,98,86,84,59,96,81,79,56,96,78,78,54
"783",1996,"081982","Sant Antoni de Vilamajor","41","Vallès Oriental","Metropolità","AT01",2698,2467,2120,1259,2762,98,89,77,46,96,81,77,51,96,78,75,49
"784",1991,"081982","Sant Antoni de Vilamajor","41","Vallès Oriental","Metropolità","AT01",2123,1931,1821,1023,2165,98,89,84,47,96,77,75,49,95,73,72,46
"785",2011,"081995","Sant Bartomeu del Grau","24","Osona","Comarques Centrals","AT06",879,746,785,565,896,98,83,88,63,99,91,91,74,99,91,91,72
"786",2001,"081995","Sant Bartomeu del Grau","24","Osona","Comarques Centrals","AT06",985,835,818,626,1075,92,78,76,58,98,91,89,68,99,91,89,68
"787",1996,"081995","Sant Bartomeu del Grau","24","Osona","Comarques Centrals","AT06",1080,905,919,539,1179,92,77,78,46,99,93,89,61,99,93,88,60
"788",1991,"081995","Sant Bartomeu del Grau","24","Osona","Comarques Centrals","AT06",1017,780,767,430,1084,94,72,71,40,99,91,85,56,99,90,83,54
"789",2011,"082009","Sant Boi de Llobregat","11","Baix Llobregat","Metropolità","AT01",74415,51569,58610,39388,79526,94,65,74,50,96,74,79,57,97,79,82,61
"790",2001,"082009","Sant Boi de Llobregat","11","Baix Llobregat","Metropolità","AT01",69842,46896,48787,29923,75956,92,62,64,39,95,73,74,49,96,78,78,54
"791",1996,"082009","Sant Boi de Llobregat","11","Baix Llobregat","Metropolità","AT01",69144,45667,45305,27823,76610,90,60,59,36,94,72,70,44,96,78,75,49
"792",1991,"082009","Sant Boi de Llobregat","11","Baix Llobregat","Metropolità","AT01",66823,38322,41179,22116,76335,88,50,54,29,93,64,65,38,95,73,72,46
"793",2011,"082016","Sant Boi de Lluçanès","24","Osona","Comarques Centrals","AT06",487,449,436,357,498,98,90,88,72,99,91,91,74,99,91,91,72
"794",2001,"082016","Sant Boi de Lluçanès","24","Osona","Comarques Centrals","AT06",507,490,479,302,509,100,96,94,59,98,91,89,68,99,91,89,68
"795",1996,"082016","Sant Boi de Lluçanès","24","Osona","Comarques Centrals","AT06",558,538,483,292,560,100,96,86,52,99,93,89,61,99,93,88,60
"796",1991,"082016","Sant Boi de Lluçanès","24","Osona","Comarques Centrals","AT06",518,503,465,287,522,99,96,89,55,99,91,85,56,99,90,83,54
"797",2011,"082021","Sant Celoni","41","Vallès Oriental","Metropolità","AT01",15661,12741,13212,10192,16443,95,77,80,62,97,81,84,62,97,79,82,61
"798",2001,"082021","Sant Celoni","41","Vallès Oriental","Metropolità","AT01",11871,9772,9522,6769,12423,96,79,77,54,96,81,79,56,96,78,78,54
"799",1996,"082021","Sant Celoni","41","Vallès Oriental","Metropolità","AT01",12168,10392,9826,6603,12641,96,82,78,52,96,81,77,51,96,78,75,49
"800",1991,"082021","Sant Celoni","41","Vallès Oriental","Metropolità","AT01",11273,8805,8549,5255,11726,96,75,73,45,96,77,75,49,95,73,72,46
"801",2011,"082037","Sant Cebrià de Vallalta","21","Maresme","Metropolità","AT01",3146,2705,2681,2033,3237,97,84,83,63,98,83,86,64,97,79,82,61
"802",2001,"082037","Sant Cebrià de Vallalta","21","Maresme","Metropolità","AT01",1855,1598,1588,1086,1895,98,84,84,57,97,82,81,57,96,78,78,54
"803",1996,"082037","Sant Cebrià de Vallalta","21","Maresme","Metropolità","AT01",1247,1096,1030,669,1294,96,85,80,52,97,84,80,53,96,78,75,49
"804",1991,"082037","Sant Cebrià de Vallalta","21","Maresme","Metropolità","AT01",832,760,732,482,845,98,90,87,57,97,81,78,51,95,73,72,46
"805",2011,"082042","Sant Climent de Llobregat","11","Baix Llobregat","Metropolità","AT01",3753,3238,3293,2514,3798,99,85,87,66,96,74,79,57,97,79,82,61
"806",2001,"082042","Sant Climent de Llobregat","11","Baix Llobregat","Metropolità","AT01",2966,2529,2541,1783,3024,98,84,84,59,95,73,74,49,96,78,78,54
"807",1996,"082042","Sant Climent de Llobregat","11","Baix Llobregat","Metropolità","AT01",2395,1989,1896,1136,2441,98,81,78,47,94,72,70,44,96,78,75,49
"808",1991,"082042","Sant Climent de Llobregat","11","Baix Llobregat","Metropolità","AT01",2165,1721,1613,971,2242,97,77,72,43,93,64,65,38,95,73,72,46
"809",2011,"082055","Sant Cugat del Vallès","40","Vallès Occidental","Metropolità","AT01",80415,67259,70743,55130,81873,98,82,86,67,97,77,82,60,97,79,82,61
"810",2001,"082055","Sant Cugat del Vallès","40","Vallès Occidental","Metropolità","AT01",55968,47796,47325,33894,57965,97,82,82,58,96,76,76,52,96,78,78,54
"811",1996,"082055","Sant Cugat del Vallès","40","Vallès Occidental","Metropolità","AT01",44684,38359,36953,25295,46061,97,83,80,55,95,76,73,48,96,78,75,49
"812",1991,"082055","Sant Cugat del Vallès","40","Vallès Occidental","Metropolità","AT01",36676,28703,28938,18212,38098,96,75,76,48,94,71,70,44,95,73,72,46
"813",2011,"082068","Sant Cugat Sesgarrigues","03","Alt Penedès","Penedès","AT08",927,818,819,643,951,97,86,86,68,98,85,86,65,97,82,84,62
"814",2001,"082068","Sant Cugat Sesgarrigues","03","Alt Penedès","Penedès","AT08",719,634,612,439,738,97,86,83,59,97,86,84,58,97,83,81,56
"815",1996,"082068","Sant Cugat Sesgarrigues","03","Alt Penedès","Penedès","AT08",722,666,642,467,746,97,89,86,63,98,89,84,55,97,85,80,51
"816",1991,"082068","Sant Cugat Sesgarrigues","03","Alt Penedès","Penedès","AT08",701,640,594,383,705,99,91,84,54,98,87,83,51,98,82,79,48
"817",2011,"082074","Sant Esteve de Palautordera","41","Vallès Oriental","Metropolità","AT01",2463,2350,2252,1899,2478,99,95,91,77,97,81,84,62,97,79,82,61
"818",2001,"082074","Sant Esteve de Palautordera","41","Vallès Oriental","Metropolità","AT01",1431,1317,1273,997,1446,99,91,88,69,96,81,79,56,96,78,78,54
"819",1996,"082074","Sant Esteve de Palautordera","41","Vallès Oriental","Metropolità","AT01",1223,1167,1113,783,1246,98,94,89,63,96,81,77,51,96,78,75,49
"820",1991,"082074","Sant Esteve de Palautordera","41","Vallès Oriental","Metropolità","AT01",1142,1067,1008,884,1151,99,93,88,77,96,77,75,49,95,73,72,46
"821",2011,"082080","Sant Esteve Sesrovires","11","Baix Llobregat","Metropolità","AT01",5374,3817,4136,2656,5805,93,66,71,46,96,74,79,57,97,79,82,61
"822",2001,"082080","Sant Esteve Sesrovires","11","Baix Llobregat","Metropolità","AT01",4830,3951,3908,2550,5039,96,78,78,51,95,73,74,49,96,78,78,54
"823",1996,"082080","Sant Esteve Sesrovires","11","Baix Llobregat","Metropolità","AT01",4225,3424,3257,2029,4396,96,78,74,46,94,72,70,44,96,78,75,49
"824",1991,"082080","Sant Esteve Sesrovires","11","Baix Llobregat","Metropolità","AT01",2420,1830,1860,1072,2541,95,72,73,42,93,64,65,38,95,73,72,46
"825",2011,"082093","Sant Fost de Campsentelles","41","Vallès Oriental","Metropolità","AT01",7942,6313,6628,4807,8028,99,79,83,60,97,81,84,62,97,79,82,61
"826",2001,"082093","Sant Fost de Campsentelles","41","Vallès Oriental","Metropolità","AT01",6374,5139,5052,3370,6531,98,79,77,52,96,81,79,56,96,78,78,54
"827",1996,"082093","Sant Fost de Campsentelles","41","Vallès Oriental","Metropolità","AT01",5461,4390,4207,2650,5615,97,78,75,47,96,81,77,51,96,78,75,49
"828",1991,"082093","Sant Fost de Campsentelles","41","Vallès Oriental","Metropolità","AT01",4714,3638,3700,2282,4861,97,75,76,47,96,77,75,49,95,73,72,46
"829",2011,"082107","Sant Feliu de Codines","41","Vallès Oriental","Metropolità","AT01",5760,5053,4998,3974,5790,99,87,86,69,97,81,84,62,97,79,82,61
"830",2001,"082107","Sant Feliu de Codines","41","Vallès Oriental","Metropolità","AT01",4196,3761,3676,2732,4366,96,86,84,63,96,81,79,56,96,78,78,54
"831",1996,"082107","Sant Feliu de Codines","41","Vallès Oriental","Metropolità","AT01",3855,3537,3310,2302,3921,98,90,84,59,96,81,77,51,96,78,75,49
"832",1991,"082107","Sant Feliu de Codines","41","Vallès Oriental","Metropolità","AT01",3581,3242,2963,2095,3624,99,89,82,58,96,77,75,49,95,73,72,46
"833",2011,"082114","Sant Feliu de Llobregat","11","Baix Llobregat","Metropolità","AT01",40074,29894,32689,23340,42043,95,71,78,56,96,74,79,57,97,79,82,61
"834",2001,"082114","Sant Feliu de Llobregat","11","Baix Llobregat","Metropolità","AT01",36480,25949,26779,17581,38927,94,67,69,45,95,73,74,49,96,78,78,54
"835",1996,"082114","Sant Feliu de Llobregat","11","Baix Llobregat","Metropolità","AT01",32398,22713,22626,14047,35176,92,65,64,40,94,72,70,44,96,78,75,49
"836",1991,"082114","Sant Feliu de Llobregat","11","Baix Llobregat","Metropolità","AT01",32554,20479,21933,12801,35926,91,57,61,36,93,64,65,38,95,73,72,46
