"","any","idMunicipi","nomMunicipi","idComarca","nomComarca","nomAT","idAT","entendre","parlar","llegir","escriure","poblacio_2_anys_i_mes","catalunya","restaEstat","estranger","total","entendre_pct","escriure_pct","llegir_pct","parlar_pct","catalunya_pct","estat_pct","estranger_pct"
"653",2011,"251386","Montgai",23,"Noguera","Ponent","AT05",694,651,656,482,694,656,46,18,720,96,67,91,90,91,6,2
"654",2011,"251399","Montellà i Martinet",15,"Cerdanya","Alt Pirineu i Aran","AT07",659,604,624,450,667,533,68,82,683,96,66,91,88,78,10,12
"655",2011,"251403","Montferrer i Castellbò",4,"Alt Urgell","Alt Pirineu i Aran","AT07",957,890,906,732,957,750,126,207,1083,88,68,84,82,69,12,19
"656",2011,"251410","Montoliu de Segarra",32,"Segarra","Ponent","AT05",186,167,165,104,189,174,8,14,196,95,53,84,85,89,4,7
"657",2011,"251425","Montoliu de Lleida",33,"Segrià","Ponent","AT05",503,467,450,349,505,411,31,63,505,100,69,89,92,81,6,12
"658",2011,"251431","Montornès de Segarra",32,"Segarra","Ponent","AT05",90,87,87,51,91,97,1,0,98,92,52,89,89,99,1,0
"659",2011,"251459","Nalec",38,"Urgell","Ponent","AT05",89,85,84,72,91,84,8,7,99,90,73,85,86,85,8,7
"660",2011,"251462","Navès",35,"Solsonès","Comarques Centrals","AT06",266,251,254,201,267,256,11,10,277,96,73,92,91,92,4,4
"661",2011,"251484","Odèn",35,"Solsonès","Comarques Centrals","AT06",256,237,218,183,256,246,2,25,273,94,67,80,87,90,1,9
"662",2011,"251497","Oliana",4,"Alt Urgell","Alt Pirineu i Aran","AT07",1797,1532,1581,1146,1828,1445,178,319,1942,93,59,81,79,74,9,16
"663",2011,"251500","Oliola",23,"Noguera","Ponent","AT05",209,193,196,150,217,213,6,11,230,91,65,85,84,93,3,5
"664",2011,"251517","Olius",35,"Solsonès","Comarques Centrals","AT06",839,786,759,685,849,774,63,33,870,96,79,87,90,89,7,4
"665",2011,"251522","Oluges, les",32,"Segarra","Ponent","AT05",165,145,160,91,165,166,4,4,174,95,52,92,83,95,2,2
"666",2011,"251538","Omellons, els",18,"Garrigues","Ponent","AT05",250,236,236,197,250,218,15,8,241,104,82,98,98,90,6,3
"667",2011,"251543","Omells de na Gaia, els",38,"Urgell","Ponent","AT05",143,123,131,87,144,135,5,6,146,98,60,90,84,92,3,4
"668",2011,"251556","Organyà",4,"Alt Urgell","Alt Pirineu i Aran","AT07",870,733,761,600,878,697,91,141,929,94,65,82,79,75,10,15
"669",2011,"251569","Os de Balaguer",23,"Noguera","Ponent","AT05",929,770,775,601,948,841,96,50,987,94,61,79,78,85,10,5
"670",2011,"251575","Ossó de Sió",38,"Urgell","Ponent","AT05",208,198,194,146,208,202,12,4,218,95,67,89,91,93,6,2
"671",2011,"251581","Palau d'Anglesola, el",27,"Pla d'Urgell","Ponent","AT05",2118,1947,1957,1490,2138,1858,149,165,2172,98,69,90,90,86,7,8
"672",2011,"251615","Conca de Dalt",25,"Pallars Jussà","Alt Pirineu i Aran","AT07",413,374,381,287,413,376,23,21,420,98,68,91,89,90,5,5
"673",2011,"251636","Coma i la Pedra, la",35,"Solsonès","Comarques Centrals","AT06",267,253,257,225,267,247,17,11,275,97,82,93,92,90,6,4
"674",2011,"251641","Penelles",23,"Noguera","Ponent","AT05",451,407,402,312,461,430,27,48,505,89,62,80,81,85,5,10
"675",2011,"251654","Peramola",4,"Alt Urgell","Alt Pirineu i Aran","AT07",354,299,310,204,354,321,31,32,384,92,53,81,78,84,8,8
"676",2011,"251667","Pinell de Solsonès",35,"Solsonès","Comarques Centrals","AT06",211,203,211,162,211,205,5,7,217,97,75,97,94,94,2,3
"677",2011,"251673","Pinós",35,"Solsonès","Comarques Centrals","AT06",298,278,287,242,298,286,9,12,307,97,79,93,91,93,3,4
"678",2011,"251689","Poal, el",27,"Pla d'Urgell","Ponent","AT05",626,531,560,427,629,557,32,56,645,97,66,87,82,86,5,9
"679",2011,"251692","Pobla de Cérvoles, la",18,"Garrigues","Ponent","AT05",240,225,234,169,242,200,28,17,245,98,69,96,92,82,11,7
"680",2011,"251706","Bellaguarda",18,"Garrigues","Ponent","AT05",334,317,312,199,336,286,18,21,325,103,61,96,98,88,6,6
"681",2011,"251713","Pobla de Segur, la",25,"Pallars Jussà","Alt Pirineu i Aran","AT07",3011,2572,2587,1825,3093,2275,404,567,3246,93,56,80,79,70,12,17
"682",2011,"251728","Ponts",23,"Noguera","Ponent","AT05",2585,2286,2337,1825,2614,1996,197,521,2714,95,67,86,84,74,7,19
"683",2011,"251734","Pont de Suert, el",5,"Alta Ribagorça","Alt Pirineu i Aran","AT07",2407,1892,1993,1412,2422,1481,575,461,2517,96,56,79,75,59,23,18
"684",2011,"251749","Portella, la",33,"Segrià","Ponent","AT05",582,467,493,347,735,460,42,252,754,77,46,65,62,61,6,33
"685",2011,"251752","Prats i Sansor",15,"Cerdanya","Alt Pirineu i Aran","AT07",279,231,239,188,279,220,25,39,284,98,66,84,81,77,9,14
"686",2011,"251765","Preixana",38,"Urgell","Ponent","AT05",404,394,378,261,409,383,17,26,426,95,61,89,92,90,4,6
"687",2011,"251771","Preixens",23,"Noguera","Ponent","AT05",463,446,436,307,466,419,37,21,477,97,64,91,94,88,8,4
"688",2011,"251790","Prullans",15,"Cerdanya","Alt Pirineu i Aran","AT07",236,220,229,174,236,195,18,21,234,101,74,98,94,83,8,9
"689",2011,"251804","Puiggròs",18,"Garrigues","Ponent","AT05",305,271,273,210,305,280,25,9,314,97,67,87,86,89,8,3
"690",2011,"251811","Puigverd d'Agramunt",38,"Urgell","Ponent","AT05",250,224,228,153,260,203,12,66,281,89,54,81,80,72,4,23
"691",2011,"251826","Puigverd de Lleida",33,"Segrià","Ponent","AT05",1411,1276,1317,984,1417,1150,172,100,1422,99,69,93,90,81,12,7
"692",2011,"251832","Rialp",26,"Pallars Sobirà","Alt Pirineu i Aran","AT07",638,565,575,451,641,478,76,110,664,96,68,87,85,72,11,17
"693",2011,"251850","Ribera d'Urgellet",4,"Alt Urgell","Alt Pirineu i Aran","AT07",928,842,822,658,953,706,80,189,975,95,67,84,86,72,8,19
"694",2011,"251863","Riner",35,"Solsonès","Comarques Centrals","AT06",284,266,261,227,284,250,9,24,283,100,80,92,94,88,3,8
"695",2011,"251898","Rosselló",33,"Segrià","Ponent","AT05",2800,2441,2476,1827,2930,2188,402,440,3030,92,60,82,81,72,13,15
"696",2011,"251902","Salàs de Pallars",25,"Pallars Jussà","Alt Pirineu i Aran","AT07",350,304,311,243,357,263,31,59,353,99,69,88,86,75,9,17
"697",2011,"251919","Sanaüja",32,"Segarra","Ponent","AT05",448,414,405,315,449,400,19,41,460,97,68,88,90,87,4,9
"698",2011,"251924","Sant Guim de Freixenet",32,"Segarra","Ponent","AT05",1043,930,943,705,1043,850,63,198,1111,94,63,85,84,77,6,18
"699",2011,"251930","Sant Llorenç de Morunys",35,"Solsonès","Comarques Centrals","AT06",951,873,883,670,964,834,46,152,1032,92,65,86,85,81,4,15
"700",2011,"251945","Sant Ramon",32,"Segarra","Ponent","AT05",521,462,462,339,524,485,31,36,552,94,61,84,84,88,6,7
"701",2011,"251961","Sant Esteve de la Sarga",25,"Pallars Jussà","Alt Pirineu i Aran","AT07",NA,NA,NA,NA,NA,112,20,6,138,NA,NA,NA,NA,81,14,4
"702",2011,"251977","Sant Guim de la Plana",32,"Segarra","Ponent","AT05",195,185,189,141,195,167,6,22,195,100,72,97,95,86,3,11
"703",2011,"252000","Sarroca de Lleida",33,"Segrià","Ponent","AT05",408,374,389,267,408,391,17,25,433,94,62,90,86,90,4,6
"704",2011,"252017","Sarroca de Bellera",25,"Pallars Jussà","Alt Pirineu i Aran","AT07",130,125,125,99,130,115,7,5,127,102,78,98,98,91,6,4
"705",2011,"252022","Senterada",25,"Pallars Jussà","Alt Pirineu i Aran","AT07",137,124,124,100,137,104,13,18,135,101,74,92,92,77,10,13
"706",2011,"252038","Seu d'Urgell, la",4,"Alt Urgell","Alt Pirineu i Aran","AT07",11863,10027,10656,7569,12132,8012,2087,2910,13009,91,58,82,77,62,16,22
"707",2011,"252043","Seròs",33,"Segrià","Ponent","AT05",1647,1420,1425,897,1854,1365,168,377,1910,86,47,75,74,71,9,20
"708",2011,"252056","Sidamon",27,"Pla d'Urgell","Ponent","AT05",689,646,636,445,698,612,86,41,739,93,60,86,87,83,12,6
"709",2011,"252069","Soleràs, el",18,"Garrigues","Ponent","AT05",362,328,335,220,365,325,7,37,369,98,60,91,89,88,2,10
"710",2011,"252075","Solsona",35,"Solsonès","Comarques Centrals","AT06",8433,7425,7628,5910,8962,6747,888,1669,9304,91,64,82,80,73,10,18
"711",2011,"252081","Soriguera",26,"Pallars Sobirà","Alt Pirineu i Aran","AT07",353,337,316,236,353,312,22,34,368,96,64,86,92,85,6,9
"712",2011,"252094","Sort",26,"Pallars Sobirà","Alt Pirineu i Aran","AT07",2182,1886,1858,1371,2202,1683,205,472,2360,92,58,79,80,71,9,20
"713",2011,"252108","Soses",33,"Segrià","Ponent","AT05",1677,1426,1379,947,1742,1311,112,341,1764,95,54,78,81,74,6,19
"714",2011,"252115","Sudanell",33,"Segrià","Ponent","AT05",776,699,675,494,780,739,74,72,885,88,56,76,79,84,8,8
"715",2011,"252120","Sunyer",33,"Segrià","Ponent","AT05",295,284,280,185,295,257,15,33,305,97,61,92,93,84,5,11
"716",2011,"252154","Talarn",25,"Pallars Jussà","Alt Pirineu i Aran","AT07",169,145,149,102,171,304,169,50,523,32,20,28,28,58,32,10
"717",2011,"252167","Talavera",32,"Segarra","Ponent","AT05",297,233,252,196,297,275,7,8,290,102,68,87,80,95,2,3
"718",2011,"252173","Tàrrega",38,"Urgell","Ponent","AT05",15640,13326,13440,10681,16260,11501,1614,4014,17129,91,62,78,78,67,9,23
"719",2011,"252189","Tarrés",18,"Garrigues","Ponent","AT05",104,103,102,88,104,100,6,2,108,96,81,94,95,93,6,2
"720",2011,"252192","Tarroja de Segarra",32,"Segarra","Ponent","AT05",168,165,164,109,170,161,4,10,175,96,62,94,94,92,2,6
"721",2011,"252206","Térmens",23,"Noguera","Ponent","AT05",1470,1289,1319,940,1544,1146,112,263,1521,97,62,87,85,75,7,17
"722",2011,"252213","Tírvia",26,"Pallars Sobirà","Alt Pirineu i Aran","AT07",149,134,140,106,152,128,19,13,160,93,66,88,84,80,12,8
"723",2011,"252228","Tiurana",23,"Noguera","Ponent","AT05",79,77,79,62,79,74,5,4,83,95,75,95,93,89,6,5
"724",2011,"252234","Torà",32,"Segarra","Ponent","AT05",1272,1172,1183,889,1272,1025,94,224,1343,95,66,88,87,76,7,17
"725",2011,"252249","Torms, els",18,"Garrigues","Ponent","AT05",166,156,157,122,168,154,4,13,171,97,71,92,91,90,2,8
"726",2011,"252252","Tornabous",38,"Urgell","Ponent","AT05",830,746,768,558,906,652,45,174,871,95,64,88,86,75,5,20
"727",2011,"252265","Torrebesses",33,"Segrià","Ponent","AT05",294,286,288,217,295,278,9,13,300,98,72,96,95,93,3,4
"728",2011,"252271","Torre de Cabdella, la",25,"Pallars Jussà","Alt Pirineu i Aran","AT07",739,712,685,562,751,699,32,38,769,96,73,89,93,91,4,5
"729",2011,"252287","Torrefarrera",33,"Segrià","Ponent","AT05",4044,3674,3503,2857,4141,3299,443,567,4309,94,66,81,85,77,10,13
"730",2011,"252304","Torregrossa",27,"Pla d'Urgell","Ponent","AT05",2192,2010,1989,1477,2219,1832,93,316,2241,98,66,89,90,82,4,14
"731",2011,"252311","Torrelameu",23,"Noguera","Ponent","AT05",658,548,561,404,689,563,28,123,714,92,57,79,77,79,4,17
"732",2011,"252326","Torres de Segre",33,"Segrià","Ponent","AT05",2050,1767,1750,1315,2120,1562,193,391,2146,96,61,82,82,73,9,18
"733",2011,"252332","Torre-serona",33,"Segrià","Ponent","AT05",352,304,314,215,352,286,29,33,348,101,62,90,87,82,8,9
"734",2011,"252347","Tremp",25,"Pallars Jussà","Alt Pirineu i Aran","AT07",5808,4934,4978,3830,6009,4326,1026,1359,6711,87,57,74,74,64,15,20
"735",2011,"252385","Vallbona de les Monges",38,"Urgell","Ponent","AT05",243,231,238,166,243,233,11,20,264,92,63,90,88,88,4,8
"736",2011,"252398","Valls de Valira, les",4,"Alt Urgell","Alt Pirineu i Aran","AT07",858,771,808,594,874,579,95,279,953,90,62,85,81,61,10,29
"737",2011,"252402","Vallfogona de Balaguer",23,"Noguera","Ponent","AT05",1762,1578,1525,1168,1787,1459,192,196,1847,95,63,83,85,79,10,11
"738",2011,"252424","Verdú",38,"Urgell","Ponent","AT05",913,759,752,554,929,832,72,102,1006,91,55,75,75,83,7,10
"739",2011,"252430","Vielha e Mijaran",39,"Aran","Alt Pirineu i Aran","AT07",4574,3003,3625,2311,5238,2792,1231,1578,5601,82,41,65,54,50,22,28
"740",2011,"252445","Vilagrassa",38,"Urgell","Ponent","AT05",475,431,420,348,483,371,59,41,471,101,74,89,92,79,13,9
"741",2011,"252458","Vilaller",5,"Alta Ribagorça","Alt Pirineu i Aran","AT07",594,493,505,364,614,374,125,192,691,86,53,73,71,54,18,28
"742",2011,"252477","Vilamòs",39,"Aran","Alt Pirineu i Aran","AT07",170,144,124,99,176,138,40,11,189,90,52,66,76,73,21,6
"743",2011,"252483","Vilanova de Bellpuig",27,"Pla d'Urgell","Ponent","AT05",1159,1087,1084,857,1159,1024,42,140,1206,96,71,90,90,85,3,12
"744",2011,"252496","Vilanova de l'Aguda",23,"Noguera","Ponent","AT05",233,225,223,168,233,230,3,3,236,99,71,94,95,97,1,1
"745",2011,"252509","Vilanova de Meià",23,"Noguera","Ponent","AT05",410,372,368,302,412,379,15,28,422,97,72,87,88,90,4,7
"746",2011,"252516","Vilanova de Segrià",33,"Segrià","Ponent","AT05",865,783,780,620,879,684,80,106,870,99,71,90,90,79,9,12
"747",2011,"252521","Vila-sana",27,"Pla d'Urgell","Ponent","AT05",673,602,627,447,681,585,48,65,698,96,64,90,86,84,7,9
"748",2011,"252537","Vilosell, el",18,"Garrigues","Ponent","AT05",197,170,183,130,197,167,16,20,203,97,64,90,84,82,8,10
"749",2011,"252542","Vilanova de la Barca",33,"Segrià","Ponent","AT05",1068,966,951,650,1096,844,96,245,1185,90,55,80,82,71,8,21
"750",2011,"252555","Vinaixa",18,"Garrigues","Ponent","AT05",559,506,523,337,559,473,58,43,574,97,59,91,88,82,10,7
"751",2011,"259010","Vall de Cardós",26,"Pallars Sobirà","Alt Pirineu i Aran","AT07",359,308,331,237,387,303,28,73,404,89,59,82,76,75,7,18
"752",2011,"259025","Sant Martí de Riucorb",38,"Urgell","Ponent","AT05",681,627,635,479,690,618,35,30,683,100,70,93,92,90,5,4
"753",2011,"259031","Guingueta d'Àneu, la",26,"Pallars Sobirà","Alt Pirineu i Aran","AT07",333,295,298,221,338,276,23,48,347,96,64,86,85,80,7,14
"754",2011,"259046","Castell de Mur",25,"Pallars Jussà","Alt Pirineu i Aran","AT07",163,154,144,89,163,166,14,6,186,88,48,77,83,89,8,3
"755",2011,"259059","Ribera d'Ondara",32,"Segarra","Ponent","AT05",438,407,406,300,443,420,22,17,459,95,65,88,89,92,5,4
"756",2011,"259062","Valls d'Aguilar, les",4,"Alt Urgell","Alt Pirineu i Aran","AT07",285,267,268,165,286,243,16,46,305,93,54,88,88,80,5,15
"757",2011,"259078","Torrefeta i Florejacs",32,"Segarra","Ponent","AT05",594,573,564,409,614,563,31,40,634,94,65,89,90,89,5,6
"758",2011,"259084","Fígols i Alinyà",4,"Alt Urgell","Alt Pirineu i Aran","AT07",269,261,261,205,269,258,13,11,282,95,73,93,93,91,5,4
"759",2011,"259097","Vansa i Fórnols, la",4,"Alt Urgell","Alt Pirineu i Aran","AT07",195,185,183,129,197,153,17,44,214,91,60,86,86,71,8,21
"760",2011,"259101","Josa i Tuixén",4,"Alt Urgell","Alt Pirineu i Aran","AT07",139,126,137,101,139,116,8,12,136,102,74,101,93,85,6,9
"761",2011,"259118","Plans de Sió, els",32,"Segarra","Ponent","AT05",549,500,512,398,549,508,28,23,559,98,71,92,89,91,5,4
"762",2011,"259123","Gimenells i el Pla de la Font",33,"Segrià","Ponent","AT05",1092,855,878,578,1131,815,263,101,1179,93,49,74,73,69,22,9
"763",2011,"259139","Riu de Cerdanya",15,"Cerdanya","Alt Pirineu i Aran","AT07",119,117,117,88,119,105,7,1,113,105,78,104,104,93,6,1
"764",2011,"430017","Aiguamúrcia",1,"Alt Camp","Camp de Tarragona","AT03",805,706,701,528,878,691,132,94,917,88,58,76,77,75,14,10
"765",2011,"430022","Albinyana",12,"Baix Penedès","Penedès","AT08",2192,1751,1868,1258,2295,1625,534,188,2347,93,54,80,75,69,23,8
"766",2011,"430038","Albiol, l'",8,"Baix Camp","Camp de Tarragona","AT03",427,388,392,301,430,320,73,58,451,95,67,87,86,71,16,13
"767",2011,"430043","Alcanar",22,"Montsià","Terres de l'Ebre","AT04",9820,7617,7923,4993,10137,6659,1058,2884,10601,93,47,75,72,63,10,27
"768",2011,"430056","Alcover",1,"Alt Camp","Camp de Tarragona","AT03",4834,4172,4200,3275,4954,3500,904,736,5140,94,64,82,81,68,18,14
"769",2011,"430069","Aldover",9,"Baix Ebre","Terres de l'Ebre","AT04",913,783,787,486,928,763,65,150,978,93,50,80,80,78,7,15
"770",2011,"430075","Aleixar, l'",8,"Baix Camp","Camp de Tarragona","AT03",878,728,789,591,888,708,87,119,914,96,65,86,80,77,10,13
"771",2011,"430081","Alfara de Carles",9,"Baix Ebre","Terres de l'Ebre","AT04",385,348,344,233,395,338,31,31,400,96,58,86,87,84,8,8
"772",2011,"430094","Alforja",8,"Baix Camp","Camp de Tarragona","AT03",1719,1485,1521,1207,1757,1411,261,194,1866,92,65,82,80,76,14,10
"773",2011,"430108","Alió",1,"Alt Camp","Camp de Tarragona","AT03",386,355,365,232,386,305,39,36,380,102,61,96,93,80,10,9
"774",2011,"430115","Almoster",8,"Baix Camp","Camp de Tarragona","AT03",1363,1252,1299,1043,1366,1129,153,80,1362,100,77,95,92,83,11,6
"775",2011,"430120","Altafulla",36,"Tarragonès","Camp de Tarragona","AT03",4560,3663,3933,2891,4744,3232,903,641,4776,95,61,82,77,68,19,13
"776",2011,"430136","Ametlla de Mar, l'",9,"Baix Ebre","Terres de l'Ebre","AT04",6662,5015,5300,3597,7190,4516,832,2301,7649,87,47,69,66,59,11,30
"777",2011,"430141","Amposta",22,"Montsià","Terres de l'Ebre","AT04",20325,17008,17281,11666,20760,15184,1848,4413,21445,95,54,81,79,71,9,21
"778",2011,"430154","Arbolí",8,"Baix Camp","Camp de Tarragona","AT03",112,109,108,87,112,101,8,5,114,98,76,95,96,89,7,4
"779",2011,"430167","Arboç, l'",12,"Baix Penedès","Penedès","AT08",4457,3443,3714,2787,5179,3118,1217,1213,5548,80,50,67,62,56,22,22
"780",2011,"430173","Argentera, l'",8,"Baix Camp","Camp de Tarragona","AT03",151,145,147,109,152,134,18,7,159,95,69,92,91,84,11,4
"781",2011,"430189","Arnes",37,"Terra Alta","Terres de l'Ebre","AT04",471,443,432,250,471,420,61,15,496,95,50,87,89,85,12,3
"782",2011,"430192","Ascó",30,"Ribera d'Ebre","Terres de l'Ebre","AT04",1491,1325,1316,950,1625,1311,229,125,1665,90,57,79,80,79,14,8
"783",2011,"430206","Banyeres del Penedès",12,"Baix Penedès","Penedès","AT08",2864,2292,2415,1746,2961,1991,708,296,2995,96,58,81,77,66,24,10
"784",2011,"430213","Barberà de la Conca",16,"Conca de Barberà","Camp de Tarragona","AT03",509,428,442,316,517,380,69,91,540,94,59,82,79,70,13,17
"785",2011,"430228","Batea",37,"Terra Alta","Terres de l'Ebre","AT04",2009,1911,1810,1164,2014,1699,131,320,2150,93,54,84,89,79,6,15
"786",2011,"430234","Bellmunt del Priorat",29,"Priorat","Camp de Tarragona","AT03",327,286,284,188,328,251,36,50,337,97,56,84,85,74,11,15
"787",2011,"430249","Bellvei",12,"Baix Penedès","Penedès","AT08",2037,1683,1712,1305,2053,1414,392,276,2082,98,63,82,81,68,19,13
"788",2011,"430252","Benifallet",9,"Baix Ebre","Terres de l'Ebre","AT04",762,565,643,377,766,710,24,69,803,95,47,80,70,88,3,9
"789",2011,"430265","Benissanet",30,"Ribera d'Ebre","Terres de l'Ebre","AT04",1176,1017,986,701,1210,879,61,309,1249,94,56,79,81,70,5,25
"790",2011,"430271","Bisbal de Falset, la",29,"Priorat","Camp de Tarragona","AT03",222,197,179,97,224,198,10,17,225,99,43,80,88,88,4,8
"791",2011,"430287","Bisbal del Penedès, la",12,"Baix Penedès","Penedès","AT08",3231,2441,2633,1913,3325,2360,765,248,3373,96,57,78,72,70,23,7
"792",2011,"430290","Blancafort",16,"Conca de Barberà","Camp de Tarragona","AT03",395,347,365,272,412,363,24,28,415,95,66,88,84,87,6,7
"793",2011,"430304","Bonastre",12,"Baix Penedès","Penedès","AT08",585,453,455,325,625,451,87,104,642,91,51,71,71,70,14,16
"794",2011,"430311","Borges del Camp, les",8,"Baix Camp","Camp de Tarragona","AT03",1819,1582,1535,1187,2047,1621,276,249,2146,85,55,72,74,76,13,12
"795",2011,"430326","Bot",37,"Terra Alta","Terres de l'Ebre","AT04",663,561,583,363,677,623,29,41,693,96,52,84,81,90,4,6
"796",2011,"430332","Botarell",8,"Baix Camp","Camp de Tarragona","AT03",1066,927,941,748,1085,814,140,155,1109,96,67,85,84,73,13,14
"797",2011,"430347","Bràfim",1,"Alt Camp","Camp de Tarragona","AT03",637,600,596,459,637,498,76,96,670,95,69,89,90,74,11,14
"798",2011,"430350","Cabacés",29,"Priorat","Camp de Tarragona","AT03",332,301,295,214,332,296,27,17,340,98,63,87,89,87,8,5
"799",2011,"430363","Cabra del Camp",1,"Alt Camp","Camp de Tarragona","AT03",1065,766,874,620,1121,824,206,122,1152,92,54,76,66,72,18,11
"800",2011,"430379","Calafell",12,"Baix Penedès","Penedès","AT08",21531,15395,17230,11356,23636,14221,5394,5369,24984,86,45,69,62,57,22,21
"801",2011,"430385","Cambrils",8,"Baix Camp","Camp de Tarragona","AT03",30610,22954,25366,17878,32265,17900,7290,7818,33008,93,54,77,70,54,22,24
"802",2011,"430398","Capafonts",8,"Baix Camp","Camp de Tarragona","AT03",121,111,114,77,121,112,10,1,123,98,63,93,90,91,8,1
"803",2011,"430402","Capçanes",29,"Priorat","Camp de Tarragona","AT03",417,404,395,312,417,384,15,21,420,99,74,94,96,91,4,5
"804",2011,"430419","Caseres",37,"Terra Alta","Terres de l'Ebre","AT04",274,248,231,139,275,236,31,25,292,94,48,79,85,81,11,9
"805",2011,"430424","Castellvell del Camp",8,"Baix Camp","Camp de Tarragona","AT03",2740,2389,2461,1877,2774,2277,369,146,2792,98,67,88,86,82,13,5
"806",2011,"430430","Catllar, el",36,"Tarragonès","Camp de Tarragona","AT03",3929,3453,3532,2582,4071,2928,829,391,4148,95,62,85,83,71,20,9
"807",2011,"430445","Sénia, la",22,"Montsià","Terres de l'Ebre","AT04",5608,4468,4812,3021,5822,3521,1389,1135,6045,93,50,80,74,58,23,19
"808",2011,"430458","Colldejou",8,"Baix Camp","Camp de Tarragona","AT03",176,161,160,130,176,162,9,10,181,97,72,88,89,90,5,6
"809",2011,"430461","Conesa",16,"Conca de Barberà","Camp de Tarragona","AT03",128,124,125,83,128,118,6,5,129,99,64,97,96,91,5,4
"810",2011,"430477","Constantí",36,"Tarragonès","Camp de Tarragona","AT03",6093,4156,4718,3002,6601,3622,1465,1505,6592,92,46,72,63,55,22,23
"811",2011,"430483","Corbera d'Ebre",37,"Terra Alta","Terres de l'Ebre","AT04",1164,1109,1061,742,1164,946,26,208,1180,99,63,90,94,80,2,18
"812",2011,"430496","Cornudella de Montsant",29,"Priorat","Camp de Tarragona","AT03",997,895,890,652,997,805,108,113,1026,97,64,87,87,78,11,11
"813",2011,"430509","Creixell",36,"Tarragonès","Camp de Tarragona","AT03",2940,2268,2417,1657,3239,1990,802,594,3386,87,49,71,67,59,24,18
"814",2011,"430516","Cunit",12,"Baix Penedès","Penedès","AT08",11376,7883,9049,5506,12111,7024,3335,2192,12551,91,44,72,63,56,27,17
"815",2011,"430521","Xerta",9,"Baix Ebre","Terres de l'Ebre","AT04",1249,1125,1111,843,1266,1073,92,132,1297,96,65,86,87,83,7,10
"816",2011,"430537","Duesaigües",8,"Baix Camp","Camp de Tarragona","AT03",233,216,219,155,237,186,26,24,236,99,66,93,92,79,11,10
"817",2011,"430542","Espluga de Francolí, l'",16,"Conca de Barberà","Camp de Tarragona","AT03",3636,3122,3291,2348,3679,2921,497,505,3923,93,60,84,80,74,13,13
"818",2011,"430555","Falset",29,"Priorat","Camp de Tarragona","AT03",2653,2278,2328,1914,2783,2185,277,490,2952,90,65,79,77,74,9,17
"819",2011,"430568","Fatarella, la",37,"Terra Alta","Terres de l'Ebre","AT04",1071,954,972,614,1077,1019,30,62,1111,96,55,87,86,92,3,6
"820",2011,"430574","Febró, la",8,"Baix Camp","Camp de Tarragona","AT03",49,49,49,31,49,45,3,3,51,96,61,96,96,88,6,6
"821",2011,"430580","Figuera, la",29,"Priorat","Camp de Tarragona","AT03",125,121,119,98,125,100,8,25,133,94,74,89,91,75,6,19
"822",2011,"430593","Figuerola del Camp",1,"Alt Camp","Camp de Tarragona","AT03",330,309,307,263,330,310,23,16,349,95,75,88,89,89,7,5
"823",2011,"430607","Flix",30,"Ribera d'Ebre","Terres de l'Ebre","AT04",3741,3285,3305,2346,3750,2927,528,514,3969,94,59,83,83,74,13,13
"824",2011,"430614","Forès",16,"Conca de Barberà","Camp de Tarragona","AT03",51,48,51,25,51,50,8,1,59,86,42,86,81,85,14,2
"825",2011,"430629","Freginals",22,"Montsià","Terres de l'Ebre","AT04",452,425,424,253,452,298,31,135,464,97,55,91,92,64,7,29
"826",2011,"430635","Galera, la",22,"Montsià","Terres de l'Ebre","AT04",812,680,706,442,821,602,61,183,846,96,52,83,80,71,7,22
"827",2011,"430640","Gandesa",37,"Terra Alta","Terres de l'Ebre","AT04",2956,2687,2627,1863,3013,2238,207,774,3219,92,58,82,83,70,6,24
"828",2011,"430653","Garcia",30,"Ribera d'Ebre","Terres de l'Ebre","AT04",550,501,493,351,568,450,54,76,580,95,61,85,86,78,9,13
"829",2011,"430666","Garidells, els",1,"Alt Camp","Camp de Tarragona","AT03",189,175,180,133,189,156,29,6,191,99,70,94,92,82,15,3
"830",2011,"430672","Ginestar",30,"Ribera d'Ebre","Terres de l'Ebre","AT04",870,712,715,456,905,705,30,251,986,88,46,73,72,72,3,25
"831",2011,"430688","Godall",22,"Montsià","Terres de l'Ebre","AT04",755,570,604,343,770,599,51,172,822,92,42,73,69,73,6,21
"832",2011,"430691","Gratallops",29,"Priorat","Camp de Tarragona","AT03",251,222,230,175,254,192,30,42,264,95,66,87,84,73,11,16
"833",2011,"430705","Guiamets, els",29,"Priorat","Camp de Tarragona","AT03",300,286,291,217,302,288,7,27,322,93,67,90,89,89,2,8
"834",2011,"430712","Horta de Sant Joan",37,"Terra Alta","Terres de l'Ebre","AT04",1253,969,1046,613,1268,1054,92,149,1295,97,47,81,75,81,7,12
"835",2011,"430727","Lloar, el",29,"Priorat","Camp de Tarragona","AT03",112,108,106,83,112,104,6,9,119,94,70,89,91,87,5,8
"836",2011,"430733","Llorac",16,"Conca de Barberà","Camp de Tarragona","AT03",110,105,109,94,110,95,7,10,112,98,84,97,94,85,6,9
"837",2011,"430748","Llorenç del Penedès",12,"Baix Penedès","Penedès","AT08",2093,1881,1849,1428,2158,1707,365,173,2245,93,64,82,84,76,16,8
"838",2011,"430751","Margalef",29,"Priorat","Camp de Tarragona","AT03",110,105,106,66,111,101,6,8,115,96,57,92,91,88,5,7
